Order,Win,Layout,Turn - 0,Turn - 1,Turn - 2,Turn - 3,Turn - 4,Turn - 5,Turn - 6,Turn - 7,Turn - 8,Turn - 9
325,2,"4, 7, 5, 6, 7, 5, 6, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[6]
3, 5, 7
3, 4, 6","[7]
3, 5
3, 4, 6","[5]
3
3, 4, 6","[6]
3
3, 4","[3]
3
4","[4]
3
"
326,2,"4, 7, 5, 6, 7, 5, 6, 4, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[6]
3, 5, 7
3, 4, 6","[7]
3, 5
3, 4, 6","[5]
3
3, 4, 6","[6]
3
3, 4","[4]
3
3","[3]
3
"
327,2,"4, 7, 5, 7, 3, 4, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[3]
5, 6
3, 4, 6","[4]
5, 6
3, 6","[5]
6
3, 6","[6]
6
3","[3]
6
"
328,1,"4, 7, 5, 7, 3, 4, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[3]
5, 6
3, 4, 6","[4]
5, 6
3, 6","[6]
5
3, 6","[5]

3, 6"
329,1,"4, 7, 5, 7, 3, 6, 3, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[3]
5, 6
3, 4, 6","[6]
5, 6
3, 4","[3]
5, 6
4","[5]
6
4","[6]

4"
330,1,"4, 7, 5, 7, 3, 6, 3, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[3]
5, 6
3, 4, 6","[6]
5, 6
3, 4","[3]
5, 6
4","[6]
5
4","[5]

4"
331,1,"4, 7, 5, 7, 3, 6, 4, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[3]
5, 6
3, 4, 6","[6]
5, 6
3, 4","[4]
5, 6
3","[5]
6
3","[6]

3"
332,1,"4, 7, 5, 7, 3, 6, 4, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[3]
5, 6
3, 4, 6","[6]
5, 6
3, 4","[4]
5, 6
3","[6]
5
3","[5]

3"
333,1,"4, 7, 5, 7, 5, 6, 3, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[5]
3, 6
3, 4, 6","[6]
3, 6
3, 4","[3]
3, 6
4","[6]
3
4","[3]

4"
334,1,"4, 7, 5, 7, 5, 6, 4, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[5]
3, 6
3, 4, 6","[6]
3, 6
3, 4","[4]
3, 6
3","[6]
3
3","[3]

3"
335,1,"4, 7, 5, 7, 6, 3, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[6]
3, 5
3, 4, 6","[3]
5
3, 4, 6","[4]
5
3, 6","[5]

3, 6"
336,1,"4, 7, 5, 7, 6, 3, 6, 3, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[6]
3, 5
3, 4, 6","[3]
5
3, 4, 6","[6]
5
3, 4","[3]
5
4","[5]

4"
337,1,"4, 7, 5, 7, 6, 3, 6, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[6]
3, 5
3, 4, 6","[3]
5
3, 4, 6","[6]
5
3, 4","[4]
5
3","[5]

3"
338,2,"4, 7, 5, 7, 6, 5, 6, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[6]
3, 5
3, 4, 6","[5]
3
3, 4, 6","[6]
3
3, 4","[3]
3
4","[4]
3
"
339,2,"4, 7, 5, 7, 6, 5, 6, 4, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[5]
3, 5, 6, 7
3, 4, 6","[7]
3, 5, 6
3, 4, 6","[6]
3, 5
3, 4, 6","[5]
3
3, 4, 6","[6]
3
3, 4","[4]
3
3","[3]
3
"
340,1,"4, 7, 6, 7, 3, 4, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[6]
3, 5, 6, 7
3, 4, 5","[7]
3, 5, 6
3, 4, 5","[3]
5, 6
3, 4, 5","[4]
5, 6
3, 5","[5]
6
3, 5","[6]

3, 5"
341,1,"4, 7, 6, 7, 3, 4, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[6]
3, 5, 6, 7
3, 4, 5","[7]
3, 5, 6
3, 4, 5","[3]
5, 6
3, 4, 5","[4]
5, 6
3, 5","[6]
5
3, 5","[5]

3, 5"
342,1,"4, 7, 6, 7, 3, 5, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[6]
3, 5, 6, 7
3, 4, 5","[7]
3, 5, 6
3, 4, 5","[3]
5, 6
3, 4, 5","[5]
5, 6
3, 4","[6]
5
3, 4","[5]

3, 4"
343,1,"4, 7, 6, 7, 5, 3, 4, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[6]
3, 5, 6, 7
3, 4, 5","[7]
3, 5, 6
3, 4, 5","[5]
3, 6
3, 4, 5","[3]
6
3, 4, 5","[4]
6
3, 5","[6]

3, 5"
344,1,"4, 7, 6, 7, 5, 3, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[6]
3, 5, 6, 7
3, 4, 5","[7]
3, 5, 6
3, 4, 5","[5]
3, 6
3, 4, 5","[3]
6
3, 4, 5","[5]
6
3, 4","[6]

3, 4"
345,1,"4, 7, 6, 7, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[6]
3, 5, 6, 7
3, 4, 5","[7]
3, 5, 6
3, 4, 5","[5]
3, 6
3, 4, 5","[6]
3
3, 4, 5","[3]

3, 4, 5"
346,1,"4, 7, 6, 7, 6, 3, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[6]
3, 5, 6, 7
3, 4, 5","[7]
3, 5, 6
3, 4, 5","[6]
3, 5
3, 4, 5","[3]
5
3, 4, 5","[4]
5
3, 5","[5]

3, 5"
347,1,"4, 7, 6, 7, 6, 3, 5, 3, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[6]
3, 5, 6, 7
3, 4, 5","[7]
3, 5, 6
3, 4, 5","[6]
3, 5
3, 4, 5","[3]
5
3, 4, 5","[5]
5
3, 4","[3]
5
4","[5]

4"
348,1,"4, 7, 6, 7, 6, 3, 5, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[6]
3, 5, 6, 7
3, 4, 5","[7]
3, 5, 6
3, 4, 5","[6]
3, 5
3, 4, 5","[3]
5
3, 4, 5","[5]
5
3, 4","[4]
5
3","[5]

3"
349,1,"4, 7, 6, 7, 6, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[4]
3, 5, 6, 7
3, 4, 5, 6, 7","[7]
3, 5, 6, 7
3, 4, 5, 6","[6]
3, 5, 6, 7
3, 4, 5","[7]
3, 5, 6
3, 4, 5","[6]
3, 5
3, 4, 5","[5]
3
3, 4, 5","[3]

3, 4, 5"
350,1,"5, 6, 7, 3, 4, 6, 7, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[3]
4, 6
3, 4, 5, 7","[4]
4, 6
3, 5, 7","[6]
4
3, 5, 7","[7]
4
3, 5","[3]
4
5","[4]

5"
351,2,"5, 6, 7, 3, 4, 6, 7, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[3]
4, 6
3, 4, 5, 7","[4]
4, 6
3, 5, 7","[6]
4
3, 5, 7","[7]
4
3, 5","[5]
4
3","[3]
4
"
352,1,"5, 6, 7, 3, 5, 6, 7, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[3]
4, 6
3, 4, 5, 7","[5]
4, 6
3, 4, 7","[6]
4
3, 4, 7","[7]
4
3, 4","[3]
4
4","[4]

4"
353,2,"5, 6, 7, 3, 5, 6, 7, 4, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[3]
4, 6
3, 4, 5, 7","[5]
4, 6
3, 4, 7","[6]
4
3, 4, 7","[7]
4
3, 4","[4]
4
3","[3]
4
"
354,1,"5, 6, 7, 3, 7, 3, 4, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[3]
4, 6
3, 4, 5, 7","[7]
4, 6
3, 4, 5","[3]
4, 6
4, 5","[4]
6
4, 5","[5]
6
4","[6]

4"
355,1,"5, 6, 7, 3, 7, 3, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[3]
4, 6
3, 4, 5, 7","[7]
4, 6
3, 4, 5","[3]
4, 6
4, 5","[6]
4
4, 5","[4]

4, 5"
356,1,"5, 6, 7, 3, 7, 4, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[3]
4, 6
3, 4, 5, 7","[7]
4, 6
3, 4, 5","[4]
4, 6
3, 5","[6]
4
3, 5","[4]

3, 5"
357,1,"5, 6, 7, 3, 7, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[3]
4, 6
3, 4, 5, 7","[7]
4, 6
3, 4, 5","[5]
4, 6
3, 4","[6]
4
3, 4","[4]

3, 4"
358,2,"5, 6, 7, 4, 5, 6, 7, 3, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[4]
3, 6
3, 4, 5, 7","[5]
3, 6
3, 4, 7","[6]
3
3, 4, 7","[7]
3
3, 4","[3]
3
4","[4]
3
"
359,2,"5, 6, 7, 4, 5, 6, 7, 4, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[4]
3, 6
3, 4, 5, 7","[5]
3, 6
3, 4, 7","[6]
3
3, 4, 7","[7]
3
3, 4","[4]
3
3","[3]
3
"
360,1,"5, 6, 7, 4, 7, 3, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[4]
3, 6
3, 4, 5, 7","[7]
3, 6
3, 4, 5","[3]
3, 6
4, 5","[6]
3
4, 5","[3]

4, 5"
361,1,"5, 6, 7, 4, 7, 4, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[4]
3, 6
3, 4, 5, 7","[7]
3, 6
3, 4, 5","[4]
3, 6
3, 5","[6]
3
3, 5","[3]

3, 5"
362,1,"5, 6, 7, 4, 7, 5, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[4]
3, 6
3, 4, 5, 7","[7]
3, 6
3, 4, 5","[5]
3, 6
3, 4","[6]
3
3, 4","[3]

3, 4"
363,2,"5, 6, 7, 6, 7, 3, 4, 5, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[6]
3, 4
3, 4, 5, 7","[7]
3, 4
3, 4, 5","[3]
3, 4
4, 5","[4]
3
4, 5","[5]
3
4","[4]
3
"
364,2,"5, 6, 7, 6, 7, 4, 3, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[6]
3, 4
3, 4, 5, 7","[7]
3, 4
3, 4, 5","[4]
3, 4
3, 5","[3]
3, 4
5","[4]
3
5","[5]
3
"
365,2,"5, 6, 7, 6, 7, 4, 5, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[6]
3, 4
3, 4, 5, 7","[7]
3, 4
3, 4, 5","[4]
3, 4
3, 5","[5]
3, 4
3","[3]
3, 4
"
366,1,"5, 6, 7, 6, 7, 5, 3, 4, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[6]
3, 4
3, 4, 5, 7","[7]
3, 4
3, 4, 5","[5]
3, 4
3, 4","[3]
3, 4
4","[4]
3
4","[3]

4"
367,2,"5, 6, 7, 6, 7, 5, 4, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[6]
3, 4, 6, 7
3, 4, 5, 7","[7]
3, 4, 6
3, 4, 5, 7","[6]
3, 4
3, 4, 5, 7","[7]
3, 4
3, 4, 5","[5]
3, 4
3, 4","[4]
3, 4
3","[3]
3, 4
"
368,1,"5, 7, 3, 4, 5, 6, 3, 4, 7","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[4]
3, 6, 7
4, 5, 6","[5]
3, 6, 7
4, 6","[6]
3, 7
4, 6","[3]
7
4, 6","[4]
7
6","[7]

6"
369,1,"5, 7, 3, 4, 5, 6, 3, 6, 7","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[4]
3, 6, 7
4, 5, 6","[5]
3, 6, 7
4, 6","[6]
3, 7
4, 6","[3]
7
4, 6","[6]
7
4","[7]

4"
370,1,"5, 7, 3, 4, 5, 6, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[4]
3, 6, 7
4, 5, 6","[5]
3, 6, 7
4, 6","[6]
3, 7
4, 6","[7]
3
4, 6","[3]

4, 6"
371,1,"5, 7, 3, 4, 5, 7, 3, 4, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[4]
3, 6, 7
4, 5, 6","[5]
3, 6, 7
4, 6","[7]
3, 6
4, 6","[3]
6
4, 6","[4]
6
6","[6]

6"
372,2,"5, 7, 3, 4, 5, 7, 3, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[4]
3, 6, 7
4, 5, 6","[5]
3, 6, 7
4, 6","[7]
3, 6
4, 6","[3]
6
4, 6","[6]
6
4","[4]
6
"
373,1,"5, 7, 3, 4, 5, 7, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[4]
3, 6, 7
4, 5, 6","[5]
3, 6, 7
4, 6","[7]
3, 6
4, 6","[6]
3
4, 6","[3]

4, 6"
374,1,"5, 7, 3, 4, 6, 7, 3, 4, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[4]
3, 6, 7
4, 5, 6","[6]
3, 6, 7
4, 5","[7]
3, 6
4, 5","[3]
6
4, 5","[4]
6
5","[6]

5"
375,1,"5, 7, 3, 4, 6, 7, 3, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[4]
3, 6, 7
4, 5, 6","[6]
3, 6, 7
4, 5","[7]
3, 6
4, 5","[3]
6
4, 5","[5]
6
4","[6]

4"
376,1,"5, 7, 3, 4, 6, 7, 6, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[4]
3, 6, 7
4, 5, 6","[6]
3, 6, 7
4, 5","[7]
3, 6
4, 5","[6]
3
4, 5","[3]

4, 5"
377,1,"5, 7, 3, 6, 3, 4, 7, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[3]
4, 7
4, 5, 6","[4]
4, 7
5, 6","[7]
4
5, 6","[4]

5, 6"
378,1,"5, 7, 3, 6, 3, 5, 7, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[3]
4, 7
4, 5, 6","[5]
4, 7
4, 6","[7]
4
4, 6","[4]

4, 6"
379,1,"5, 7, 3, 6, 3, 6, 7, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[3]
4, 7
4, 5, 6","[6]
4, 7
4, 5","[7]
4
4, 5","[4]

4, 5"
380,1,"5, 7, 3, 6, 4, 5, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[4]
3, 7
4, 5, 6","[5]
3, 7
4, 6","[7]
3
4, 6","[3]

4, 6"
381,1,"5, 7, 3, 6, 4, 6, 7, 3","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[4]
3, 7
4, 5, 6","[6]
3, 7
4, 5","[7]
3
4, 5","[3]

4, 5"
382,2,"5, 7, 3, 6, 7, 3, 4, 5, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[7]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[4]
4
5, 6","[5]
4
6","[6]
4
"
383,2,"5, 7, 3, 6, 7, 3, 4, 6, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[7]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[4]
4
5, 6","[6]
4
5","[5]
4
"
384,2,"5, 7, 3, 6, 7, 3, 5, 4, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[7]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[5]
4
4, 6","[4]
4
6","[6]
4
"
385,2,"5, 7, 3, 6, 7, 3, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[7]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[5]
4
4, 6","[6]
4
4","[4]
4
"
386,2,"5, 7, 3, 6, 7, 3, 6, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[7]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[6]
4
4, 5","[4]
4
5","[5]
4
"
387,2,"5, 7, 3, 6, 7, 3, 6, 5, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[7]
3, 4
4, 5, 6","[3]
4
4, 5, 6","[6]
4
4, 5","[5]
4
4","[4]
4
"
388,2,"5, 7, 3, 6, 7, 4, 5, 4, 6","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[7]
3, 4
4, 5, 6","[4]
3
4, 5, 6","[5]
3
4, 6","[4]
3
6","[6]
3
"
389,2,"5, 7, 3, 6, 7, 4, 5, 6, 4","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[7]
3, 4
4, 5, 6","[4]
3
4, 5, 6","[5]
3
4, 6","[6]
3
4","[4]
3
"
390,2,"5, 7, 3, 6, 7, 4, 6, 4, 5","3, 4, 5, 6, 7
3, 4, 5, 6, 7","[5]
3, 4, 6, 7
3, 4, 5, 6, 7","[7]
3, 4, 6, 7
3, 4, 5, 6","[3]
3, 4, 6, 7
4, 5, 6","[6]
3, 4, 7
4, 5, 6","[7]
3, 4
4, 5, 6","[4]
3
4, 5, 6","[6]
3
4, 5","[4]
3
5","[5]
3
"
